Index,Color,Sentences
858,0x000000,get headaches feel light‑headed when get up. my face looks washed out keep feeling tired.
859,0x000000,"spilled cup hot coffee my forearm it’s now bright red, painful spot. see few tiny blisters forming skin feels hot touch."
860,0x000000,"using my phone one‑handed all day made base my thumb feel tired sore. pinching open packet gives short, sharp twinge."
861,0x000000,rolling my ankle outward sore spot just behind outer ankle bone. side steps uneven ground make twinge.
862,0x000000,"i’m noticing wheeze shortness breath after walking flight stairs, even though haven’t sick recently."
863,0x000000,"i've feeling unusually tired lately, even after good night's sleep. my skin looks paler than usual, get winded walking stairs. also feel dizzy when quickly. haven't seen doctor yet because think it's just stress."
864,0x000000,keep coughing feel my chest tight whenever get top stairs. never considered could asthma trigger.
865,0x000000,"over last two weeks, persistent itch has spread waistline wrists. notice little burrow‑like marks tiny bumps keep me awake."
866,0x000000,"brown patch my back looks waxy slightly raised, almost it’s stuck onto skin. doesn’t hurt sometimes catches clothing."
867,0x000000,had light cough congestion evening after day office. realized cold when started feel mild headache.
868,0x000000,during my shower my ear started hurting couldn't hear properly. have slight headache.
869,0x000000,"lifting suitcase gave me grab one side lower back. bending opposite side aches, standing still too long makes tighten."
870,0x000000,notice dull headache morning stays all day. assumed migraine. my blood pressure reading higher than normal.
871,0x000000,sleeping awkwardly gave me sore band neck top shoulder. looking over my shoulder holding phone there tightens it.
872,0x000000,"i’ve lost some weight without trying, keep feeling tired. my thirst level has gone lot, especially after meals."
873,0x000000,shrugging one shoulder feels weaker shoulder sits lower end day. holding bag side makes my neck tire fast.
874,0x000000,twisting my ankle weeks ago lingering ache inside joint. clicks occasionally aches after longer walks.
875,0x000000,experience sudden rush blood pressure after taking otc painkiller. assumed medication side effect. haven't had check-up 3 years.
876,0x000000,my child's first birthday party had cake hot butter; he touched pan. his hand looks red swollen.
877,0x000000,feel exhausted during my day job my breath catches during simple tasks. also notice my skin pale. get headaches after long meetings. assume it's stress reaction.
878,0x000000,"tight shoes make space between my first second toes burn tingle. lacing shoes loosely helps while, buzz returns walks."
879,0x000000,spilled hot tea my shirt; fabric touched my chest. now have rash slight pain.
880,0x000000,"told my blood pressure elevated during routine visit, had no symptoms. didn't understand significance. taking blood pressure monitor home."
881,0x000000,"my child got small scrape near mouth, honey‑colored crusts formed around it. spreads easily school so we’re cleaning area often keeping hands away face."
882,0x000000,there’s persistent burning feeling tongue palate even though mouth looks normal. hot drinks make flare eases slightly cold water.
883,0x000000,get strange sensation my chest when walk quickly feels i'm pressed.
884,0x000000,"woke stuffy nose scratchy throat feels sandpaper. keep sneezing my throat hurts when swallow. evening, i'm feeling bit tired still able finish my work."
885,0x000000,"i've noticed my breathing gets worse cold air, often feel short‑of‑breath when open my windows winter."
886,0x000000,"i've experiencing persistent cough after eating spicy food, it's getting worse over past few weeks."
887,0x000000,woke dull ache both ears. pain more intense when swallow. had sore throat mild fever last two days.
888,0x000000,"i’ve coughing evenings while now, after go short walk feel tightness my chest. it’s getting more frequent."
889,0x000000,i've experiencing constant pressure behind my eyes feeling drained after short walks. my wife reports have difficulty sleeping because vague tightness my chest.
890,0x000000,"my headache started last week, it’s pressure behind my eyes feel nauseated. flares after finish long workday can’t eat because feel queasy."
891,0x000000,"feel throbbing sensation my temples after long flight. worsens i’m not moving, my vision flickers."
892,0x000000,"i've having throbbing pain back my head moves forward. my vision gets worse my ears ring. i've tried sleeping, pain again when wake."
893,0x000000,experience headaches feel lightheaded. my chest feels tight during daily tasks. my skin looks pale my eyes look bright. didn't think much until my mom noticed.
894,0x000000,"whenever breathe cold air, get wheeze feel my lungs constrict. thought just reaction cold."
895,0x000000,"after adding hill repeats, feel long, dull ache along inner shin during after runs. pressing area sore along stretch rather than one spot."
896,0x000000,"fixing car metal engine hot. touched my hand, now there's burning feeling."
897,0x000000,noticed dry cough little headache after movie night. took some rest stayed away office rest day.
898,0x000000,using stove without pot; my fingers burned. there’s small blister skin sore when flex my fingers.
899,0x000000,my 7‑year‑old has had very itchy patches elbow creases behind knees about week. skin very dry sometimes peels; nighttime itching wakes him up. flared after we changed laundry detergent. we’re moisturizing morning evening trying limit scratching.
900,0x000000,"after brisk walking downhill, front my shin aches lifting my foot while stepping uncomfortable. stiffens again after sitting."
901,0x000000,"after finished brisk walk, my chest felt tight started coughing, which hadn’t experienced before. i’m unsure normal."
902,0x000000,"after my brother's allergies flare up, noticed also start wheezing when run, especially evening. keep thinking it's just me out shape."
903,0x000000,"yesterday felt sudden, sharp pain my ear made me cry. thought just cold, pain didn't go away."
904,0x000000,"around nose, tiny blisters burst sticky yellowish crusts. we’re keeping skin clean reminding not scratch."
905,0x000000,my wife told me wheeze when laugh too hard; it's my chest under pressure.
906,0x000000,"late afternoon there’s tight band around my head, clamp my temples. eases bit short walk, screen time brings back."
907,0x000000,"during meeting, lights became too bright felt my head start hurt. experienced strange flashing light before pain, my vision blurred."
908,0x000000,"developed rash my upper chest after bus. itchy, raised, spread quickly. haven’t had any medications foods. i’m unsure what’s causing it."
909,0x000000,tighter shoes rub big‑toe joint swells evening. long walks make area sore prefer wider footwear.
910,0x000000,"keep feeling fatigued even after sleeping. notice my chest feels tight during light exertion. my eyes look bright, as something wrong. i've treating as bad flu."
911,0x000000,"over few weeks, my teen’s limp has worsened hip knee aches after pe class. turning leg inward seems limited he takes shorter steps."
912,0x000000,"get dull ache becomes sharp, throbbing pain. comes nausea my skin feels hot. i've tried resting, doesn't cure it."
913,0x000000,"after lifting box awkwardly, there’s tender spot where collarbone meets chest. pushing floor gives sharp jab right there."
914,0x000000,"after long walk, inside my ankle aches pushing off big‑toe side foot uncomfortable. hilly streets aggravate it."
915,0x000000,"since last week, random have appeared my back legs. they flare when walk run, itching makes me scratch them, which only makes them worse. no allergic foods medications seem related. it’s getting harder stay office."
916,0x000000,"suddenly feel tight throat when breathe during fast walk, noisy rasp few seconds. slowing focusing calm breaths settles it."
917,0x000000,my ear hurts hear less my friends speaking. also feel bit nauseated.
918,0x000000,"after recent flu, felt persistent pressure my chest dull ache my back. discomfort came slowly not associated any specific activity."
919,0x000000,"coming hard my heel step, my ankle took heavy jolt. now front ankle very sore, swollen, can barely put weight it."
920,0x000000,"lifting box, felt grab my lower back. standing straight uncomfortable bending forward tie shoes brings guarded, tight sensation."
921,0x000000,"i’ve feeling unusually fatigued all day, even after good night's rest. occasionally my vision blurs when stare my computer too long."
922,0x000000,"after flu, noticed my breathing became more labored have faint whistling sound when exhale. just thought flu."
923,0x000000,"spent few hours outside without hat, my scalp feels it's fire. redness spreading."
924,0x000000,have experiencing shortness breath during my daily walks. my hands feel cold my eyes look tired even when i'm well‑rested.
925,0x000000,get pulse‑like pain my side spreads. pain so strong can't keep my eyes open. feels something my brain vibrating.
926,0x000000,"after long uphill walks, there’s small, sharp spot buttock when take long step. shorter steps ease it."
927,0x000000,have rash my upper back shoulders. welts feel raised grid very itchy. started after cold last week.
928,0x000000,felt tingling corner my lip grouped blisters appeared. area sore tight when smile eat. i'm dabbing gently keeping skin clean.
929,0x000000,"noticed mild headache congestion evening before my work meeting. decided stay home rest, next day felt myself again."
930,0x000000,woke sharp pain my ear slight pressure. have mild fever sore throat. my hearing feels muffled.
931,0x000000,"developed rash my chest after hot room while. raised, itchy, seemed spread. i’m not sure should stay cool avoid heat entirely."
932,0x000000,twisting jar lid hurts little‑finger side my wrist. leaning hand bearing weight through brings sharp jab.
933,0x000000,get pain my ear when lift my chin. also feel slight pressure muffled sound.
934,0x000000,sudden peppery tickle appears no reason cough short bursts. throat feels normal between episodes voice teas help only briefly.
935,0x000000,"over few weeks my shoulder has become stiff all directions. reaching back pocket putting coat tight achy, especially mornings."
936,0x000000,"bending backward reach high shelf pinches my lower back. standing still too long makes stiff, eases bit when walk."
937,0x000000,big‑toe joint feels blocked when try bend during brisk walk. certain shoes make throb evening.
938,0x000000,"cold air climbing one flight stairs give me tight, whistly feeling my chest. slow down, eases after minute, brisk walks bring back."
939,0x000000,"i’ve noticed get dizzy when quickly, sometimes feel my ears ringing. dizziness has become more frequent, especially after finish long meeting work."
940,0x000000,i’ve had cut my hand won’t heal. it’s also hard concentrate feel foggy. surprised learn my doctor thinks might linked my blood glucose levels.
941,0x000000,"side steps crossing my legs feel unsteady, vague numbness inner thigh. squeezing knees together feels weaker than usual."
942,0x000000,experience pressure my shoulders after stressful meeting. thought tense muscle. have drinking more coffee lately.
943,0x000000,"my headache begins after meeting loud music feel sudden pressure behind my eyes. pain spreads across my face, my stomach feels upset."
944,0x000000,"one afternoon repeatedly asked what day couldn’t remember short walk had just taken. hours later cleared, period blank."
945,0x000000,sun without shirt during picnic; my back got bright red patch. skin feels tight.
946,0x000000,"every time go into gym after holiday, start coughing find myself short breath, still attribute heavy air conditioning."
947,0x000000,"after coughing spell, bracing my belly roll out bed gives thin band soreness across lower abdomen. laughing brings back."
948,0x000000,noticed dull pain my ear while listening music. ear feels full can’t hear well. it’s two days since my upper respiratory infection.
949,0x000000,landed awkwardly front ankle feels jammed very tender. pointing toes painful walking stiff.
950,0x000000,"my appetite normal, keep losing weight. also feel extremely thirsty all time."
951,0x000000,"after hill sprints, pushing squat gives ache buttock. climbing stairs feels weak side avoid low chairs."
952,0x000000,"after bad misstep, felt deep, persistent thigh pain makes weight‑bearing uneasy. leg aches even rest guard each movement."
953,0x000000,my finger twisted when dog leash yanked; it’s swollen sore along whole length. making fist painful finger drifts when try.
954,0x000000,"there’s nagging ache my thigh that’s worse night. oddly, after taking over‑the‑counter pain tablet, eases few hours creeps back."
955,0x000000,"woke stiff neck after awkward sleep. turning check my blind spot tight painful one side, looking makes pull."
956,0x000000,"after reaching overhead paint few hours, i’ve got ache along back my ribs tugs when reach forward lift box floor."
957,0x000000,"my shoulder feels stiff achy reaching cupboard. first thing morning it’s worst, loosens bit after moving around."
958,0x000000,flight after landing my ear felt very painful couldn't hear properly.
959,0x000000,"after family cold, my chest feels rattly get winded small hills. hot showers make cough worse morning."
960,0x000000,"my pain my right side after long drive, it’s got worse since then. also feel nauseated light car makes worse."
961,0x000000,pushing heavy door gave me tug under shoulder blade along ribs. taking breath stretches sharp line.
962,0x000000,get sudden itchy my back after cleaning house. welts appear disappear after few hours. i’ve not used any cleaning products. it’s starting bother me.
963,0x000000,"noticed when near stove, my breathing slows begin coughing."
964,0x000000,"keep coughing night, thought just cold. next morning, my chest feels tight find myself gasping breath after short walk."
965,0x000000,"i've noticed clear runny nose mild headache, i'm not feeling feverish all. my throat has mild soreness cough sometimes when clear my throat. started day ago expect clear soon."
966,0x000000,"after forceful throw, inner elbow felt sore opening door palm forward gives sharp twinge. leaning elbow uncomfortable."
967,0x000000,get sharp pain my ear during night wakes me up. think have cold.
968,0x000000,"there’s constant throbbing my ear sometimes ringing. had cold two days ago, symptoms started following morning. also feel tired have mild fever."
969,0x000000,noticed sudden rash my face after long meeting. itch flare whenever touch them. i’ve never had rash before. i’m not sure it’s food-related something else.
970,0x000000,carrying backpack one shoulder tight ache under collarbone toward armpit. reaching slightly back makes pinch.
971,0x000000,feel knot between shoulder blades bites when pull something toward me. sitting computer makes stiffen again afternoon.
972,0x000000,"every time open can soda, get rash my wrist hand. itchy spread quickly. don’t eat any soda after that, they keep appearing. haven’t had before."
973,0x000000,"during beach day, forgot wear shirt, sun burned my back. my skin feels sore tight."
974,0x000000,"after three days cold, cough dropped lower. there’s burning feeling behind breastbone when cough get short winded climbing stairs. warm drinks help hour, comes back."
975,0x000000,"while vacuuming, vacuum nozzle caught my ankle scorch. skin red, sore, there’s small blister forming."
976,0x000000,sit‑ups sore line pubic area toward navel. sneezing sitting quickly gives pulling pain along midline.
977,0x000000,i’m constantly thirsty need pee frequently. i’ve also losing weight without trying. my doctor suspects might health issue.
978,0x000000,"feel pressing pain my ear, my hearing off. also notice slight fluid sensation. started when caught cold last week."
979,0x000000,"evening my index knuckle feels puffy tender press. making tight fist uncomfortable, especially first thing morning."
980,0x000000,hives started my neck moved my chest. they’re not painful they itch. had flu vaccine last month might trigger.
981,0x000000,can't keep my kids; i'm constantly exhausted. i've started notice my lips look paler feel dizzy when change positions.
982,0x000000,"notice pain before sunrise. it’s pressure behind my eyes gets worse light, feel nauseated. i’ve never seen doctor about it."
983,0x000000,"after lots screwdriver work, rotating my forearm palm‑up feels weak pinpoint ache near outer elbow. lifting kettle way bothers it."
984,0x000000,"pushing floor causes sharp ache outer half my wrist. side‑to‑side wiggles wrist bring quick, painful click."
985,0x000000,"after throwing ball, back‑outer shoulder aches small, controlled outward rotations feel sharp. reaching side overhead tight."
986,0x000000,"i’ve having dull ache after big lunch. pain gets stronger when i’m bright light, feel i’m going vomit."
987,0x000000,"after day pool, my daughter says her ear feels plugged tender we press it. she had cold recently. we’re keeping ear dry giving age‑appropriate pain reliever."
988,0x000000,"have sharp pain my right ear, notice slight fluid sensation. started after cold worsened last night. have mild fever."
989,0x000000,"felt bit fatigued had mild sore throat after day heavy work. my ears also blocked, had clear runny nose. didn't consider serious illness first."
990,0x000000,every morning find my coffee mug empty before even finish it. also keep feeling very tired even after full night’s sleep. my weight has dropped about 5 kilograms over last six weeks.
991,0x000000,reaching long step felt grab high inner back thigh. stretching leg tight can’t stride out properly.
992,0x000000,"sole, painful spot feels stepping stone. surface rough tiny dark dots; hurts when put pressure it."
993,0x000000,small sore spot has appeared above outer ankle bone. longer walks make throb pressing there very tender.
994,0x000000,"touched heating pad too hot. skin irritated, slightly swollen, see clear blister back my hand."
995,0x000000,noticed my eyes blurry after coffee. feel exhausted my feet tingling. doctor suggested checking my blood glucose levels.
996,0x000000,"after weeks stubborn cough, there’s pinpoint sore area along one rib catches breaths. laughing twisting sets off again."
997,0x000000,"slammed my fingertip drawer. tip throbbing, nail looks bruised, even light pressure end painful."
998,0x000000,"woke throbbing pain my ear, feels blockage. pain worse night, i’ve had low grade fever. think might ear infection."
999,0x000000,"during summer, my throat gets itchy start coughing more, especially when pollen count high."
1000,0x000000,pushing off during brisk walk makes big toe joint feel stiff sore. bending toe limited certain shoes aggravate it.
1001,0x000000,"every morning wake pounding headache doesn't go away caffeine. thought just migraine. my work schedule hectic, can't remember my last check‑up."
